|2022-01-08 15:39:37,049|	##ERROR##	테스트	 >> File "loggerTest.py", line 10, in loggerTest
|2022-01-15 01:11:46,308|	##INFO##	[끝] 웹소켓 설정이 끝났습니다.	 >> File "MyDataManager.py", line 42, in MyDataManager
|2022-01-15 01:38:56,538|	##INFO##	[시작] 업비트 지갑 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 196, in ExGeneralInfo
|2022-01-15 01:38:56,538|	##INFO##	[시작] 티커 정보를 업데이트를 시작 합니다.	 >> File "ExGeneralInfo.py", line 276, in ExGeneralInfo
|2022-01-15 01:38:57,249|	##INFO##	[끝] 티커 정보를 업데이트가 완료 되었습니다.	 >> File "ExGeneralInfo.py", line 327, in ExGeneralInfo
|2022-01-15 01:38:59,446|	##INFO##	[끝] 업비트 지갑 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 199, in ExGeneralInfo
|2022-01-15 01:38:59,446|	##INFO##	[시작] 바이낸스 지갑 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 202, in ExGeneralInfo
|2022-01-15 01:38:59,579|	##INFO##	[끝] 바이낸스 지갑 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 225, in ExGeneralInfo
|2022-01-15 01:38:59,580|	##INFO##	[시작] 업비트 지갑 주소를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 168, in ExGeneralInfo
|2022-01-15 01:38:59,672|	##INFO##	[끝] 업비트 지갑 주소를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 179, in ExGeneralInfo
|2022-01-15 01:38:59,672|	##INFO##	[시작] 바이낸스 지갑 주소를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 154, in ExGeneralInfo
|2022-01-15 01:39:04,840|	##INFO##	[끝] 바이낸스 지갑 주소를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 165, in ExGeneralInfo
|2022-01-15 01:39:04,840|	##INFO##	[시작] 업비트 거래소 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 112, in ExGeneralInfo
|2022-01-15 01:39:04,841|	##INFO##	[끝] 업비트 거래소 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 120, in ExGeneralInfo
|2022-01-15 01:39:04,841|	##INFO##	[시작] 바이낸스 거래소 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 145, in ExGeneralInfo
|2022-01-15 01:39:04,991|	##INFO##	[끝] 바이낸스 거래소 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 151, in ExGeneralInfo
|2022-01-15 01:39:04,995|	##INFO##	[시작] 웹소켓 설정을 시작합니다.	 >> File "MyDataManager.py", line 35, in MyDataManager
|2022-01-15 01:39:04,996|	##INFO##		 바이낸스 선물 웹소켓	 >> File "MyDataManager.py", line 36, in MyDataManager
|2022-01-15 01:39:04,996|	##INFO##		 바이낸스 현물 웹소켓	 >> File "MyDataManager.py", line 38, in MyDataManager
|2022-01-15 01:39:04,996|	##INFO##		 업비트 현물 웹소켓	 >> File "MyDataManager.py", line 40, in MyDataManager
|2022-01-15 01:39:04,997|	##INFO##	[끝] 웹소켓 설정이 끝났습니다.	 >> File "MyDataManager.py", line 42, in MyDataManager
|2022-01-15 01:39:35,260|	##INFO##	#ORDER#	 sym : KRW-TRX	 p : 82.000000	 q : 3658.536585	 >> File "Order.py", line 90, in Order
|2022-01-15 01:39:35,261|	##INFO##	#ORDER#	 sym : TRXUSDT	 p : 0.067480	 q : -3658.000000	 >> File "Order.py", line 90, in Order
|2022-01-15 01:39:41,856|	##INFO##	TRX의 업비트 출금주소를 등록해주세요.	 >> File "TranferMoney.py", line 388, in TranferMoney
|2022-01-15 01:40:41,958|	##INFO##	TRX의 업비트 출금주소를 등록해주세요.	 >> File "TranferMoney.py", line 388, in TranferMoney
|2022-01-15 01:46:18,748|	##INFO##	[시작] 업비트 지갑 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 196, in ExGeneralInfo
|2022-01-15 01:46:18,748|	##INFO##	[시작] 티커 정보를 업데이트를 시작 합니다.	 >> File "ExGeneralInfo.py", line 276, in ExGeneralInfo
|2022-01-15 01:46:19,442|	##INFO##	[끝] 티커 정보를 업데이트가 완료 되었습니다.	 >> File "ExGeneralInfo.py", line 327, in ExGeneralInfo
|2022-01-15 01:46:21,604|	##INFO##	[끝] 업비트 지갑 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 199, in ExGeneralInfo
|2022-01-15 01:46:21,604|	##INFO##	[시작] 바이낸스 지갑 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 202, in ExGeneralInfo
|2022-01-15 01:46:21,865|	##INFO##	[끝] 바이낸스 지갑 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 225, in ExGeneralInfo
|2022-01-15 01:46:21,865|	##INFO##	[시작] 업비트 지갑 주소를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 168, in ExGeneralInfo
|2022-01-15 01:46:21,954|	##INFO##	[끝] 업비트 지갑 주소를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 179, in ExGeneralInfo
|2022-01-15 01:46:21,954|	##INFO##	[시작] 바이낸스 지갑 주소를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 154, in ExGeneralInfo
|2022-01-15 01:46:27,734|	##INFO##	[끝] 바이낸스 지갑 주소를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 165, in ExGeneralInfo
|2022-01-15 01:46:27,734|	##INFO##	[시작] 업비트 거래소 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 112, in ExGeneralInfo
|2022-01-15 01:46:27,735|	##INFO##	[끝] 업비트 거래소 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 120, in ExGeneralInfo
|2022-01-15 01:46:27,735|	##INFO##	[시작] 바이낸스 거래소 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 145, in ExGeneralInfo
|2022-01-15 01:46:27,927|	##INFO##	[끝] 바이낸스 거래소 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 151, in ExGeneralInfo
|2022-01-15 01:46:27,930|	##INFO##	[시작] 웹소켓 설정을 시작합니다.	 >> File "MyDataManager.py", line 35, in MyDataManager
|2022-01-15 01:46:27,930|	##INFO##		 바이낸스 선물 웹소켓	 >> File "MyDataManager.py", line 36, in MyDataManager
|2022-01-15 01:46:27,930|	##INFO##		 바이낸스 현물 웹소켓	 >> File "MyDataManager.py", line 38, in MyDataManager
|2022-01-15 01:46:27,930|	##INFO##		 업비트 현물 웹소켓	 >> File "MyDataManager.py", line 40, in MyDataManager
|2022-01-15 01:46:27,931|	##INFO##	[끝] 웹소켓 설정이 끝났습니다.	 >> File "MyDataManager.py", line 42, in MyDataManager
|2022-01-15 01:47:02,531|	##INFO##	[시작] 업비트 지갑 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 196, in ExGeneralInfo
|2022-01-15 01:47:02,531|	##INFO##	[시작] 티커 정보를 업데이트를 시작 합니다.	 >> File "ExGeneralInfo.py", line 276, in ExGeneralInfo
|2022-01-15 01:47:03,271|	##INFO##	[끝] 티커 정보를 업데이트가 완료 되었습니다.	 >> File "ExGeneralInfo.py", line 327, in ExGeneralInfo
|2022-01-15 01:47:05,404|	##INFO##	[끝] 업비트 지갑 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 199, in ExGeneralInfo
|2022-01-15 01:47:05,404|	##INFO##	[시작] 바이낸스 지갑 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 202, in ExGeneralInfo
|2022-01-15 01:47:05,520|	##INFO##	[끝] 바이낸스 지갑 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 225, in ExGeneralInfo
|2022-01-15 01:47:05,521|	##INFO##	[시작] 업비트 지갑 주소를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 168, in ExGeneralInfo
|2022-01-15 01:47:05,602|	##INFO##	[끝] 업비트 지갑 주소를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 179, in ExGeneralInfo
|2022-01-15 01:47:05,602|	##INFO##	[시작] 바이낸스 지갑 주소를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 154, in ExGeneralInfo
|2022-01-15 01:47:11,230|	##INFO##	[끝] 바이낸스 지갑 주소를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 165, in ExGeneralInfo
|2022-01-15 01:47:11,230|	##INFO##	[시작] 업비트 거래소 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 112, in ExGeneralInfo
|2022-01-15 01:47:11,230|	##INFO##	[끝] 업비트 거래소 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 120, in ExGeneralInfo
|2022-01-15 01:47:11,231|	##INFO##	[시작] 바이낸스 거래소 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 145, in ExGeneralInfo
|2022-01-15 01:47:11,524|	##INFO##	[끝] 바이낸스 거래소 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 151, in ExGeneralInfo
|2022-01-15 01:47:11,528|	##INFO##	[시작] 웹소켓 설정을 시작합니다.	 >> File "MyDataManager.py", line 35, in MyDataManager
|2022-01-15 01:47:11,528|	##INFO##		 바이낸스 선물 웹소켓	 >> File "MyDataManager.py", line 36, in MyDataManager
|2022-01-15 01:47:11,528|	##INFO##		 바이낸스 현물 웹소켓	 >> File "MyDataManager.py", line 38, in MyDataManager
|2022-01-15 01:47:11,528|	##INFO##		 업비트 현물 웹소켓	 >> File "MyDataManager.py", line 40, in MyDataManager
|2022-01-15 01:47:11,529|	##INFO##	[끝] 웹소켓 설정이 끝났습니다.	 >> File "MyDataManager.py", line 42, in MyDataManager
|2022-01-15 01:48:39,177|	##INFO##	[시작] 업비트 지갑 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 196, in ExGeneralInfo
|2022-01-15 01:48:39,177|	##INFO##	[시작] 티커 정보를 업데이트를 시작 합니다.	 >> File "ExGeneralInfo.py", line 276, in ExGeneralInfo
|2022-01-15 01:48:39,883|	##INFO##	[끝] 티커 정보를 업데이트가 완료 되었습니다.	 >> File "ExGeneralInfo.py", line 327, in ExGeneralInfo
|2022-01-15 01:48:42,162|	##INFO##	[끝] 업비트 지갑 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 199, in ExGeneralInfo
|2022-01-15 01:48:42,162|	##INFO##	[시작] 바이낸스 지갑 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 202, in ExGeneralInfo
|2022-01-15 01:48:42,262|	##INFO##	[끝] 바이낸스 지갑 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 225, in ExGeneralInfo
|2022-01-15 01:48:42,262|	##INFO##	[시작] 업비트 지갑 주소를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 168, in ExGeneralInfo
|2022-01-15 01:48:42,380|	##INFO##	[끝] 업비트 지갑 주소를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 179, in ExGeneralInfo
|2022-01-15 01:48:42,380|	##INFO##	[시작] 바이낸스 지갑 주소를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 154, in ExGeneralInfo
|2022-01-15 01:48:47,693|	##INFO##	[끝] 바이낸스 지갑 주소를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 165, in ExGeneralInfo
|2022-01-15 01:48:47,693|	##INFO##	[시작] 업비트 거래소 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 112, in ExGeneralInfo
|2022-01-15 01:48:47,693|	##INFO##	[끝] 업비트 거래소 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 120, in ExGeneralInfo
|2022-01-15 01:48:47,693|	##INFO##	[시작] 바이낸스 거래소 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 145, in ExGeneralInfo
|2022-01-15 01:48:47,868|	##INFO##	[끝] 바이낸스 거래소 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 151, in ExGeneralInfo
|2022-01-15 01:48:47,871|	##INFO##	[시작] 웹소켓 설정을 시작합니다.	 >> File "MyDataManager.py", line 35, in MyDataManager
|2022-01-15 01:48:47,871|	##INFO##		 바이낸스 선물 웹소켓	 >> File "MyDataManager.py", line 36, in MyDataManager
|2022-01-15 01:48:47,871|	##INFO##		 바이낸스 현물 웹소켓	 >> File "MyDataManager.py", line 38, in MyDataManager
|2022-01-15 01:48:47,872|	##INFO##		 업비트 현물 웹소켓	 >> File "MyDataManager.py", line 40, in MyDataManager
|2022-01-15 01:48:47,872|	##INFO##	[끝] 웹소켓 설정이 끝났습니다.	 >> File "MyDataManager.py", line 42, in MyDataManager
|2022-01-15 01:48:48,827|	##INFO##	#ORDER#	 sym : TRXUSDT	 p : 0.067600	 q : 4315.000000	 >> File "Order.py", line 90, in Order
|2022-01-15 01:48:48,828|	##INFO##	#ORDER#	 sym : TRXUSDT	 p : 0.067630	 q : -3000.000000	 >> File "Order.py", line 90, in Order
|2022-01-15 01:48:52,410|	##INFO##	#ORDER#	 sym : TRXUSDT	 p : 0.067590	 q : -657.000000	 >> File "Order.py", line 90, in Order
|2022-01-15 01:48:52,411|	##INFO##	#ORDER#	 sym : TRXUSDT	 p : 0.067640	 q : -657.500000	 >> File "Order.py", line 90, in Order
|2022-01-15 01:48:55,944|	##INFO##	#ORDER#	 sym : TRXUSDT	 p : 0.067590	 q : -657.000000	 >> File "Order.py", line 90, in Order
|2022-01-15 01:48:59,334|	##INFO##	#ORDER#	 sym : TRXUSDT	 p : 0.067590	 q : -657.000000	 >> File "Order.py", line 90, in Order
|2022-01-15 01:49:02,565|	##INFO##	#ORDER#	 sym : TRXUSDT	 p : 0.067590	 q : -657.000000	 >> File "Order.py", line 90, in Order
|2022-01-15 01:49:05,832|	##INFO##	#ORDER#	 sym : TRXUSDT	 p : 0.067590	 q : -657.000000	 >> File "Order.py", line 90, in Order
|2022-01-15 01:49:09,068|	##INFO##	#ORDER#	 sym : TRXUSDT	 p : 0.067590	 q : -657.000000	 >> File "Order.py", line 90, in Order
|2022-01-15 01:49:12,298|	##INFO##	#ORDER#	 sym : TRXUSDT	 p : 0.067590	 q : -657.000000	 >> File "Order.py", line 90, in Order
|2022-01-15 01:49:15,544|	##INFO##	#ORDER#	 sym : TRXUSDT	 p : 0.067590	 q : -657.000000	 >> File "Order.py", line 90, in Order
|2022-01-15 01:49:18,864|	##INFO##	#ORDER#	 sym : TRXUSDT	 p : 0.067590	 q : -657.000000	 >> File "Order.py", line 90, in Order
|2022-01-15 01:49:22,517|	##INFO##	#ORDER#	 sym : TRXUSDT	 p : 0.067570	 q : -657.000000	 >> File "Order.py", line 90, in Order
|2022-01-15 01:49:25,930|	##INFO##	#ORDER#	 sym : TRXUSDT	 p : 0.067570	 q : -657.000000	 >> File "Order.py", line 90, in Order
|2022-01-15 01:49:29,209|	##INFO##	#ORDER#	 sym : TRXUSDT	 p : 0.067570	 q : -657.000000	 >> File "Order.py", line 90, in Order
|2022-01-15 01:49:32,489|	##INFO##	#ORDER#	 sym : TRXUSDT	 p : 0.067570	 q : -657.000000	 >> File "Order.py", line 90, in Order
|2022-01-15 01:49:35,728|	##INFO##	#ORDER#	 sym : TRXUSDT	 p : 0.067570	 q : -657.000000	 >> File "Order.py", line 90, in Order
|2022-01-15 01:49:38,959|	##INFO##	#ORDER#	 sym : TRXUSDT	 p : 0.067570	 q : -657.000000	 >> File "Order.py", line 90, in Order
|2022-01-15 01:49:42,294|	##INFO##	#ORDER#	 sym : TRXUSDT	 p : 0.067570	 q : -657.000000	 >> File "Order.py", line 90, in Order
|2022-01-15 01:49:45,619|	##INFO##	#ORDER#	 sym : TRXUSDT	 p : 0.067570	 q : -657.000000	 >> File "Order.py", line 90, in Order
|2022-01-15 01:51:39,534|	##INFO##	[시작] 업비트 지갑 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 196, in ExGeneralInfo
|2022-01-15 01:51:39,534|	##INFO##	[시작] 티커 정보를 업데이트를 시작 합니다.	 >> File "ExGeneralInfo.py", line 276, in ExGeneralInfo
|2022-01-15 01:51:40,088|	##INFO##	[끝] 티커 정보를 업데이트가 완료 되었습니다.	 >> File "ExGeneralInfo.py", line 327, in ExGeneralInfo
|2022-01-15 01:51:42,475|	##INFO##	[끝] 업비트 지갑 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 199, in ExGeneralInfo
|2022-01-15 01:51:42,475|	##INFO##	[시작] 바이낸스 지갑 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 202, in ExGeneralInfo
|2022-01-15 01:51:42,659|	##INFO##	[끝] 바이낸스 지갑 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 225, in ExGeneralInfo
|2022-01-15 01:51:42,659|	##INFO##	[시작] 업비트 지갑 주소를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 168, in ExGeneralInfo
|2022-01-15 01:51:42,790|	##INFO##	[끝] 업비트 지갑 주소를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 179, in ExGeneralInfo
|2022-01-15 01:51:42,790|	##INFO##	[시작] 바이낸스 지갑 주소를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 154, in ExGeneralInfo
|2022-01-15 01:51:47,889|	##INFO##	[끝] 바이낸스 지갑 주소를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 165, in ExGeneralInfo
|2022-01-15 01:51:47,889|	##INFO##	[시작] 업비트 거래소 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 112, in ExGeneralInfo
|2022-01-15 01:51:47,889|	##INFO##	[끝] 업비트 거래소 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 120, in ExGeneralInfo
|2022-01-15 01:51:47,889|	##INFO##	[시작] 바이낸스 거래소 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 145, in ExGeneralInfo
|2022-01-15 01:51:48,108|	##INFO##	[끝] 바이낸스 거래소 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 151, in ExGeneralInfo
|2022-01-15 01:51:48,111|	##INFO##	[시작] 웹소켓 설정을 시작합니다.	 >> File "MyDataManager.py", line 35, in MyDataManager
|2022-01-15 01:51:48,111|	##INFO##		 바이낸스 선물 웹소켓	 >> File "MyDataManager.py", line 36, in MyDataManager
|2022-01-15 01:51:48,111|	##INFO##		 바이낸스 현물 웹소켓	 >> File "MyDataManager.py", line 38, in MyDataManager
|2022-01-15 01:51:48,111|	##INFO##		 업비트 현물 웹소켓	 >> File "MyDataManager.py", line 40, in MyDataManager
|2022-01-15 01:51:48,112|	##INFO##	[끝] 웹소켓 설정이 끝났습니다.	 >> File "MyDataManager.py", line 42, in MyDataManager
|2022-01-15 01:51:51,908|	##INFO##	usdt : 246.4240949680000000000	 >> File "WalletManager.py", line 183, in WalletManager
|2022-01-15 01:51:51,908|	##INFO##	krw : 0	 >> File "WalletManager.py", line 184, in WalletManager
|2022-01-15 01:51:51,908|	##INFO##	krw/usdt : 0E+19	 >> File "WalletManager.py", line 185, in WalletManager
|2022-01-15 01:54:45,064|	##INFO##	usdt : 246.4240949680000000000	 >> File "WalletManager.py", line 183, in WalletManager
|2022-01-15 01:54:45,064|	##INFO##	krw : -300149.99999951976	 >> File "WalletManager.py", line 184, in WalletManager
|2022-01-15 01:54:45,064|	##INFO##	krw/usdt : -1218.022125792919998449719131	 >> File "WalletManager.py", line 185, in WalletManager
|2022-01-15 01:59:18,852|	##INFO##	[시작] 업비트 지갑 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 196, in ExGeneralInfo
|2022-01-15 01:59:18,852|	##INFO##	[시작] 티커 정보를 업데이트를 시작 합니다.	 >> File "ExGeneralInfo.py", line 276, in ExGeneralInfo
|2022-01-15 01:59:19,408|	##INFO##	[끝] 티커 정보를 업데이트가 완료 되었습니다.	 >> File "ExGeneralInfo.py", line 327, in ExGeneralInfo
|2022-01-15 01:59:21,762|	##INFO##	[끝] 업비트 지갑 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 199, in ExGeneralInfo
|2022-01-15 01:59:21,762|	##INFO##	[시작] 바이낸스 지갑 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 202, in ExGeneralInfo
|2022-01-15 01:59:21,864|	##INFO##	[끝] 바이낸스 지갑 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 225, in ExGeneralInfo
|2022-01-15 01:59:21,865|	##INFO##	[시작] 업비트 지갑 주소를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 168, in ExGeneralInfo
|2022-01-15 01:59:21,929|	##INFO##	[끝] 업비트 지갑 주소를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 179, in ExGeneralInfo
|2022-01-15 01:59:21,929|	##INFO##	[시작] 바이낸스 지갑 주소를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 154, in ExGeneralInfo
|2022-01-15 01:59:28,439|	##INFO##	[끝] 바이낸스 지갑 주소를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 165, in ExGeneralInfo
|2022-01-15 01:59:28,439|	##INFO##	[시작] 업비트 거래소 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 112, in ExGeneralInfo
|2022-01-15 01:59:28,439|	##INFO##	[끝] 업비트 거래소 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 120, in ExGeneralInfo
|2022-01-15 01:59:28,439|	##INFO##	[시작] 바이낸스 거래소 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 145, in ExGeneralInfo
|2022-01-15 01:59:28,603|	##INFO##	[끝] 바이낸스 거래소 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 151, in ExGeneralInfo
|2022-01-15 01:59:28,605|	##INFO##	[시작] 웹소켓 설정을 시작합니다.	 >> File "MyDataManager.py", line 35, in MyDataManager
|2022-01-15 01:59:28,605|	##INFO##		 바이낸스 선물 웹소켓	 >> File "MyDataManager.py", line 36, in MyDataManager
|2022-01-15 01:59:28,605|	##INFO##		 바이낸스 현물 웹소켓	 >> File "MyDataManager.py", line 38, in MyDataManager
|2022-01-15 01:59:28,606|	##INFO##		 업비트 현물 웹소켓	 >> File "MyDataManager.py", line 40, in MyDataManager
|2022-01-15 01:59:28,606|	##INFO##	[끝] 웹소켓 설정이 끝났습니다.	 >> File "MyDataManager.py", line 42, in MyDataManager
|2022-01-15 01:59:52,481|	##INFO##	#ORDER#	 sym : KRW-QTUM	 p : 9490.000000	 q : 31.612223	 >> File "Order.py", line 90, in Order
|2022-01-15 01:59:52,482|	##INFO##	#ORDER#	 sym : QTUMUSDT	 p : 7.820000	 q : -31.600000	 >> File "Order.py", line 90, in Order
|2022-01-15 01:59:55,861|	##INFO##	#ORDER#	 sym : KRW-QTUM	 p : 9490.000000	 q : -10.498688	 >> File "Order.py", line 90, in Order
|2022-01-15 02:18:11,697|	##INFO##	#ORDER#	 sym : QTUMUSDT	 p : 7.795000	 q : 31.600000	 >> File "Order.py", line 90, in Order
|2022-01-15 02:18:11,698|	##INFO##	#ORDER#	 sym : QTUMUSDT	 p : 7.800000	 q : -31.600000	 >> File "Order.py", line 90, in Order
|2022-01-15 02:18:18,632|	##INFO##	usdt : 410.3621740000000000000	 >> File "WalletManager.py", line 183, in WalletManager
|2022-01-15 02:18:18,632|	##INFO##	krw : -300149.99997108555	 >> File "WalletManager.py", line 184, in WalletManager
|2022-01-15 02:18:18,632|	##INFO##	krw/usdt : -731.4270636725049370656662912	 >> File "WalletManager.py", line 185, in WalletManager
|2022-01-15 02:21:03,322|	##INFO##	usdt : 410.3621740000000000000	 >> File "WalletManager.py", line 183, in WalletManager
|2022-01-15 02:21:03,323|	##INFO##	krw : -300149.99997108555	 >> File "WalletManager.py", line 184, in WalletManager
|2022-01-15 02:21:03,323|	##INFO##	krw/usdt : -731.4270636725049370656662912	 >> File "WalletManager.py", line 185, in WalletManager
|2022-01-15 02:22:13,209|	##INFO##	usdt : 0	 >> File "WalletManager.py", line 183, in WalletManager
|2022-01-15 02:22:13,210|	##INFO##	krw : -300149.99997108555	 >> File "WalletManager.py", line 184, in WalletManager
|2022-01-15 02:24:09,877|	##INFO##	usdt : 246.0469264000000000000	 >> File "WalletManager.py", line 183, in WalletManager
|2022-01-15 02:24:09,877|	##INFO##	krw : -300149.99997108555	 >> File "WalletManager.py", line 184, in WalletManager
|2022-01-15 02:24:09,877|	##INFO##	krw/usdt : -1219.889247806045952704085476	 >> File "WalletManager.py", line 185, in WalletManager
|2022-01-15 08:58:15,480|	##INFO##	[시작] 업비트 지갑 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 196, in ExGeneralInfo
|2022-01-15 08:58:15,480|	##INFO##	[시작] 티커 정보를 업데이트를 시작 합니다.	 >> File "ExGeneralInfo.py", line 276, in ExGeneralInfo
|2022-01-15 08:58:16,105|	##INFO##	[끝] 티커 정보를 업데이트가 완료 되었습니다.	 >> File "ExGeneralInfo.py", line 327, in ExGeneralInfo
|2022-01-15 08:58:18,456|	##INFO##	[끝] 업비트 지갑 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 199, in ExGeneralInfo
|2022-01-15 08:58:18,456|	##INFO##	[시작] 바이낸스 지갑 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 202, in ExGeneralInfo
|2022-01-15 08:58:18,675|	##INFO##	[끝] 바이낸스 지갑 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 225, in ExGeneralInfo
|2022-01-15 08:58:18,676|	##INFO##	[시작] 업비트 지갑 주소를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 168, in ExGeneralInfo
|2022-01-15 08:58:18,744|	##INFO##	[끝] 업비트 지갑 주소를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 179, in ExGeneralInfo
|2022-01-15 08:58:18,744|	##INFO##	[시작] 바이낸스 지갑 주소를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 154, in ExGeneralInfo
|2022-01-15 09:00:28,187|	##INFO##	[시작] 업비트 지갑 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 196, in ExGeneralInfo
|2022-01-15 09:00:28,187|	##INFO##	[시작] 티커 정보를 업데이트를 시작 합니다.	 >> File "ExGeneralInfo.py", line 276, in ExGeneralInfo
|2022-01-15 09:00:28,949|	##INFO##	[끝] 티커 정보를 업데이트가 완료 되었습니다.	 >> File "ExGeneralInfo.py", line 327, in ExGeneralInfo
|2022-01-15 09:01:21,271|	##INFO##	[시작] 업비트 지갑 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 196, in ExGeneralInfo
|2022-01-15 09:01:21,272|	##INFO##	[시작] 티커 정보를 업데이트를 시작 합니다.	 >> File "ExGeneralInfo.py", line 276, in ExGeneralInfo
|2022-01-15 09:01:21,872|	##INFO##	[끝] 티커 정보를 업데이트가 완료 되었습니다.	 >> File "ExGeneralInfo.py", line 327, in ExGeneralInfo
|2022-01-15 09:01:24,229|	##INFO##	[끝] 업비트 지갑 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 199, in ExGeneralInfo
|2022-01-15 09:01:24,229|	##INFO##	[시작] 바이낸스 지갑 정보를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 202, in ExGeneralInfo
|2022-01-15 09:01:24,338|	##INFO##	[끝] 바이낸스 지갑 정보를 받아왔습니다.	 >> File "ExGeneralInfo.py", line 225, in ExGeneralInfo
|2022-01-15 09:01:24,338|	##INFO##	[시작] 업비트 지갑 주소를 받아오고 있습니다.	 >> File "ExGeneralInfo.py", line 168, in ExGeneralInfo
